(Ursprungligen) Inte för nybörjare. Enklare nu med grafiska skrivbordsmiljöer.	Originally, not for beginners. Easier now with graphical desktop environments.
(Vi ska i nästa vecka se hur man med s.k. klasser kan skapa många upplagor av samma  typ av objekt, så att vi kan ha flera olika bankkonto.)	(Next week we will see how to use so-called classes to create multiple instances of the same type of object, so that we can have several different bank accounts.)
(__C0__)-metoden jämför g1 med g2 och returnerar __C1__.	The __C0__-method compares g1 with g2 and returns __C1__.
(__C0__)-metoden jämför g1 med g3 och returnerar __C1__.	The __C0__-method compares g1 with g3 and returns __C1__.
(__C0____C1__avallokera__C2__): att frigöra minne för objekt som inte längre används;\n  detta __C3____C4__sker automatiskt__C5__ i Scala, Java, C__C6__, m.fl tack vare __C7____C8__skräpsamlaren__C9__, men i många andra språk,\n  t.ex. C++, får man själv hålla reda på avallokering,\n  vilket är knepigt och det blir lätt svåra buggar.	(__C0____C1__release__C2__): to free memory for objects that are no longer used;\n this __C3____C4__occurs automatically__C5__ in Scala, Java, C__C6__, etc., thanks to the __C7____C8__garbage collector__C9__, but in many other languages,\n such as C++, one must manually keep track of release,\n which is tricky and can lead to difficult bugs.
(där namnet på parametern är godtyckligt):\n__C0__\n__C1__\nDet kan förekomma flera understreck; det första avser första parametern, det andra avser andra parametern etc.\n__C2__\n__C3__\n... expanderas till:	(d where the name of the parameter is arbitrary):\n__C0__\n__C1__\nThere can be several underscores; the first refers to the first parameter, the second to the second parameter, etc.\n__C2__\n__C3__\n... expands to:
(eller __C0__ som begränsar synlighet till subtyper som vi ska se senare).	(or __C0__ which restricts visibility to subtypes that we will see later).
(execute) tillstånd att exekvera program (för kataloger betyder __C0__ tillstånd att titta på innehållet i katalogen)	(execute) state to execute programs (for directories means __C0__ state to look at the content of the directory)
(flyttalsaritmetik med noggrannhetsproblem: enligt ''normal'' aritmetik ska det bli exakt 45.)	(floating-point arithmetic with precision issues: according to ``normal'' arithmetic, it should be exactly 45.)
(förklaras i forts.kurs)	(further explained in the next course)
(group) medlemmar i samma grupp som ägaren	members in the same group as the owner
(här första varianten av Complex med __C0__ och __C1__ som metoder)__C2__\n__C3__\n__C4__\n__C5__\nOfta vill man göra __C6__ instansiering så att vi senare har friheten att ändra hur instansiering sker.	(here the first variant of Complex with __C0__ and __C1__ as methods)__C2__\n__C3__\n__C4__\n__C5__\nOften we want to do __C6__ instantiation so that we later have the freedom to change how instantiation occurs.
(här första varianten av Complex med __C0__ och __C1__ som metoder)__C2__\n__C3__\n__C4__\n__C5__\nOfta vill man göra __C6____C7__indirekt__C8__ instansiering så att vi senare har friheten att ändra hur instansiering sker.	(här första varianten av Complex med __C0__ och __C1__ som metoder)__C2__\n__C3__\n__C4__\n__C5__\nOfta vill man göra __C6____C7__indirekt__C8__ instansiering så att vi senare har friheten att ändra hur instansiering sker.
(i Scala 2 användes gamla nyckelordet __C0__)	(In Scala 2, an old key word __C0__ was used)
(inptext) [right of=input, text width=4cm, scale=1.2,xshift=4.5cm]__C0__Aktuell katalog med __C1__-filer__C2__;	(input) [right of=input, text width=4cm, scale=1.2,xshift=4.5cm]__C0__Current directory with __C1__-files__C2__;
(input)  [startstop]               __C0__Indata-enhet__C1__;\n__C2__ (cpu)    [process, below of=input] __C3__CPU__C4__;\n__C5__ (output) [startstop,below of=cpu]  __C6__Utdata-enhet__C7__;	(input)  [startstop]               __C0__Input__C1__;\n__C2__ (cpu)    [process, below of=input] __C3__CPU__C4__;\n__C5__ (output) [startstop,below of=cpu]  __C6__Output__C7__;
(input) [startstop] __C0__Källkod__C1__;\n  __C2__(inptext) [right of=input, text width=2cm, scale=0.8,xshift=1.5cm]__C3__För__C4__människor__C5__;\n  __C6__ (compile) [process, below of=input] __C7__Kompilator__C8__;\n  __C9__ (output) [startstop, below of=compile] __C10__Maskinkod__C11__;\n  __C12__(outtext) [right of=output, text width=2cm, scale=0.8,xshift=1.5cm]__C13__För__C14__maskiner__C15__;\n  __C16__ [arrow] (input) -- (compile);\n  __C17__ [arrow] (compile) -- (output);	(input) [startstop] __C0__Source Code__C1__;\n  __C2__(inptext) [right of=input, text width=2cm, scale=0.8,xshift=1.5cm]__C3__For__C4__humans__C5__;\n  __C6__ (compile) [process, below of=input] __C7__Compiler__C8__;\n  __C9__ (output) [startstop, below of=compile] __C10__Machine Code__C11__;\n  __C12__(outtext) [right of=output, text width=2cm, scale=0.8,xshift=1.5cm]__C13__For__C14__machines__C15__;\n  __C16__ [arrow] (input) -- (compile);\n  __C17__ [arrow] (compile) -- (output);
(input) [startstop] __C0__Källkod__C1__;\n__C2__ (compile) [process, below of=input] __C3__Kompilator__C4__;\n__C5__ (output) [startstop, below of=compile] __C6__Abstrakt ''maskinkod''__C7__;\n__C8__ (interp) [process, below of=output] __C9__VM interpreterar__C10__;\n__C11__ (output2) [startstop, below of=interp] __C12__Konkret maskinkod__C13__;\n__C14__ [arrow] (input) -- (compile);\n__C15__ [arrow] (compile) -- (output);\n__C16__ [arrow] (output) -- (interp);\n__C17__ [arrow] (interp) -- (output2);	(input) [startstop] __C0__Source Code__C1__;\n__C2__ (compile) [process, below of=input] __C3__Compiler__C4__;\n__C5__ (output) [startstop, below of=compile] __C6__Abstract ''machine code''__C7__;\n__C8__ (interp) [process, below of=output] __C9__VM interprets__C10__;\n__C11__ (output2) [startstop, below of=interp] __C12__Concrete machine code__C13__;\n__C14__ [arrow] (input) -- (compile);\n__C15__ [arrow] (compile) -- (output);\n__C16__ [arrow] (output) -- (interp);\n__C17__ [arrow] (interp) -- (output2);
(input) [startstop] __C0__Källkod__C1__;\n__C2__ (compile) [process, below of=input] __C3__Kompilator__C4__;\n__C5__ (output) [startstop, below of=compile] __C6__Generell ''maskinkod''__C7__;\n__C8__ (interp) [process, below of=output] __C9__Virtuell Maskin__C10__;\n__C11__ (output2) [startstop, below of=interp] __C12__Specifik maskinkod__C13__;\n__C14__ [arrow] (input) -- (compile);\n__C15__ [arrow] (compile) -- (output);\n__C16__ [arrow] (output) -- (interp);\n__C17__ [arrow] (interp) -- (output2);	(input) [startstop] __C0__Source Code__C1__;\n__C2__ (compile) [process, below of=input] __C3__Compiler__C4__;\n__C5__ (output) [startstop, below of=compile] __C6__General Machine Code__C7__;\n__C8__ (interp) [process, below of=output] __C9__Virtual Machine__C10__;\n__C11__ (output2) [startstop, below of=interp] __C12__Specific Machine Code__C13__;\n__C14__ [arrow] (input) -- (compile);\n__C15__ [arrow] (compile) -- (output);\n__C16__ [arrow] (output) -- (interp);\n__C17__ [arrow] (interp) -- (output2);
(input) [startstop] __C0____C1____C2__ Källkod__C3__;\n__C4__(inptext) [right of=input, text width=2cm, xshift=1.5cm]__C5__För__C6__människor__C7__;\n__C8__ (compile) [process, below of=input] __C9____C10____C11__ Kompilator__C12__;\n__C13__\n__C14__ (output) [startstop, below of=compile] __C15____C16____C17__ Maskinkod__C18__;\n__C19__(outtext) [right of=output, text width=2cm, xshift=1.5cm]__C20__För__C21__maskiner__C22__;\n__C23__ [arrow] (input) -- (compile);\n__C24__ [arrow] (compile) -- (output);\n__C25__\n    __C26____C27__En kompilator översätter från källkod till maskinkod.	(input) [startstop] __C0____C1____C2__ SourceCode__C3__;\n__C4__(inptext) [right of=input, text width=2cm, xshift=1.5cm]__C5__For__C6__humans__C7__;\n__C8__ (compile) [process, below of=input] __C9____C10____C11__ Compiler__C12__;\n__C13__\n__C14__ (output) [startstop, below of=compile] __C15____C16____C17__ MachineCode__C18__;\n__C19__(outtext) [right of=output, text width=2cm, xshift=1.5cm]__C20__For__C21__machines__C22__;\n__C23__ [arrow] (input) -- (compile);\n__C24__ [arrow] (compile) -- (output);\n__C25__\n    __C26____C27__A compiler translates from source code to machine code.
(input) [startstop] __C0____C1____C2__ Källkod__C3__;\n__C4__(inptext) [right of=input, text width=6cm, xshift=4.2cm]__C5__med speciella dokumentationskommentarer före deklarationer__C6__;\n__C7__ (compile) [process, below of=input] __C8____C9____C10__ Dokumentationsverktyg__C11__;\n__C12__\n__C13__ (output) [startstop, below of=compile] __C14____C15____C16__ Dokumentation__C17__;\n__C18__(outtext) [right of=output, text width=6cm, xshift=4.2cm]__C19__t.ex. en webbsajt med dokumentation och navigationslänkar__C20__;\n__C21__ [arrow] (input) -- (compile);\n__C22__ [arrow] (compile) -- (output);\n__C23__\n    __C24____C25__Ett dokumentationsverktyg läser koden och dokumentationskommentarer och genererar dokumentation, t.ex. i form av en webbsajt.	(input) [startstop] __C0____C1____C2__ SourceCode__C3__;\n__C4__(inptext) [right of=input, text width=6cm, xshift=4.2cm]__C5__with special documentation comments before declarations__C6__;\n__C7__ (compile) [process, below of=input] __C8____C9____C10__ DocumentationTool__C11__;\n__C12__\n__C13__ (output) [startstop, below of=compile] __C14____C15____C16__ Documentation__C17__;\n__C18__(outtext) [right of=output, text width=6cm, xshift=4.2cm]__C19__e.g., a website with documentation and navigation links__C20__;\n__C21__ [arrow] (input) -- (compile);\n__C22__ [arrow] (compile) -- (output);\n__C23__\n    __C24____C25__A documentation tool reads the code and documentation comments and generates documentation, e.g., in the form of a website.
(ligger i paketet __C0__ och importeras därmed implicit):	(lies in the package __C0__ and is imported therefrom implicitly):
(mem) [right of=cpu, xshift=0.4__C0__, draw = black, thick] __C1__\n  __C2____C3__\n  __C4____C5__Minne__C6__ med minnesceller	(mem) [right of=cpu, xshift=0.4__C0__, draw = black, thick] __C1__\n  __C2____C3__\n  __C4____C5__Memory__C6__ with memory cells
(mem) [right of=cpu, xshift=0.4__C0__, draw = black, thick] __C1__\n__C2____C3__\n__C4____C5__Minne__C6__ med minnesceller	(mem) [right of=cpu, xshift=0.4__C0__, draw = black, thick] __C1__\n__C2____C3__\n__C4____C5__Memory__C6__ with memory cells
(men använd hellre __C0__)	(use __C0__ instead)
(men det finns ju inte mönstermatchning så denna struntar man nog i)	(men there is no pattern matching so you can probably ignore this)
(men det finns ju inte namngivna parametrar och default-argument så denna blir osmidig)	(men there just aren't named parameters or default arguments so this becomes awkward)
(men det finns sätt komma runt detta, tack vare s.k. wrapper-klasser och autoboxning; mer om detta snart)	(but there are ways around this, thanks to so-called wrapper classes and autoboxing; more about this soon)
(men detta är inte så vanligt)	(but this is not so common)
(men man kallar nog den __C0__ el. likn.; namnet måste ju skrivas)	(but one probably calls it __C0__ or something similar; the name must be written after all)
(others) alla andra	others
(ram) [rectangle, draw, fill=purple!40, left=of cpu, yshift=-3.1em, xshift=3em, minimum height=15.5em, minimum width=3em, rounded corners, align=center, label=above:RAM] __C0____C1__;	(rectangle, draw, fill=purple!40, left=of cpu, yshift=-3.1em, xshift=3em, minimum height=15.5em, minimum width=3em, rounded corners, align=center, label=above:RAM) __C0____C1__;
(read) tillstånd att läsa	(read) state to read
(se fler exempel på övning)	(more examples in exercise)
(som förväntat)	as expected
(som inte gäller för __C0__ i Scala):	(Does not apply to __C0__ in Scala):
(som även ges av __C0__ och som representerar den positiva oändligheten).	(as is also given by __C0__ and represents positive infinity).
(t.ex. om man vill använda en case-klass i stället för en tupel).	(for example, if you want to use a case class instead of a tuple).
(t.ex. om man vill använda en egen klass i stället för en tupel).	(for example, if you want to use a custom class instead of a tuple).
(t.ex., __C0__ i __C1__)	(ex., __C0__ in __C1__)
(undantag: primitiva __C0__)	(except for primitives __C0__)
(undantag: primitiva förändringsbara __C0__ är automatiskt synlig)	(except for primitive mutable __C0__ which are automatically visible)
(user) filens ägare	(file owner)
(write) tillstånd att skriva	write to state
(x, y) mönster i init; går ej i Java	(x, y) pattern in init; does not apply in Java
)\n__C0__\n__C1____C2__\n__C3__\n__C4__\nK = __C5__(\n__C6__\n0	)\n__C0__\n__C1____C2__\n__C3__\n__C4__\nK = __C5__(\n__C6__\n0
*** Ange meddelande:	Enter message:
*** Ange meddelande: __C0____C1__pgk DittFörnamn DittEfternamn	*** Enter message: __C0__ __C1__pgk DittFörnamn DittEfternamn
*** Belopp: __C0____C1____C2____C3____C4__kr	*** Amount: __C0____C1____C2____C3____C4__kr
*** Belopp: __C0____C1__kr	Amount: __C0__ __C1__ kr
*** Swishnummer:	*** Swish Number:
*** Welcome to stats for table data ***	*** Welcome to stats for table data ***
,  sid.	,  sid.
, LTH	, LTH
, __C0__ och __C1__ behöver implementeras.	, __C0__ and __C1__ need to be implemented.
, __C0__, __C1__  (Java har __C2__ som ger en del, men inte allt...)	, __C0__, __C1__  (Java has __C2__ which gives some, but not all...)
, __C0__, __C1__, __C2__, __C3__ returnerar __C4__ så du kan ändra på plats med __C5__ med punktnotation.	, __C0__, __C1__, __C2__, __C3__ returns __C4__ so you can modify it in place with __C5__ using dot notation.
, __C0__, mängd med par av nyckel __C1__ tillhörande värde, snabb access via nyckel.	, __C0__, set of key __C1__ to value pairs, fast access via key.
, __C0__, mängd med unika element; ej i sekvens men snabb innehållstest.	, __C0__, set of unique elements; not in sequence but fast content test.
, anger att en sträng inte spelas alls; många gitarrackord spelas genom att bara en delmängd av strängarna slås an.\nEtt exempel på ett gitarrackord  visas i figur __C0__.	, indicates that a string is not played at all; many guitar chords are played by striking only a subset of the strings.\nAn example of a guitar chord is shown in figure __C0__.
, dels med utelämnat defaultargument, dels med olika färger ur färgmodulen.	, partly with an omitted default argument, partly with different colors from the color module.
, förändringsbar sekvens kan ändra storlek.	, a mutable sequence can change size.
, förändringsbar sekvens som __C0__ kan ändra storlek.	a mutable sequence that __C0__ can change size
, förändringsbar sekvens som __C0____C1__inte__C2__ kan ändra storlek.	, förändringsbar sekvens som __C0____C1__inte__C2__ kan ändra storlek.
, hexadecimala litteraler, BigDecimal.	hexadecimal literals, BigDecimal.
, om en metod eller dylikt försöker användas hos ett objekt som inte finns och därav är en nullreferens.	, if a method or something similar is attempted to be used on an object that does not exist and thus is a null reference.
, om en vektorposition som är större än vad som finns hos vektorn försöker nås.	, if an index that is greater than what exists in the vector is attempted to be accessed.
, om programmet får slut på minne.	if the program runs out of memory.
, sekvens med snabb access __C0____C1__i början__C2__.	a sequence with fast access __C0__ __C1__ at the beginning __C2__.
, sekvens med snabb access __C0____C1__överallt__C2__.	a sequence with fast access __C0__ __C1__ everywhere __C2__.
, speciellt uppgift __C0__.	, especially task __C0__.
, t.ex __C0__ eller __C1__. Använd kanal 10 för att spela upp trumljuden.	, for example __C0__ or __C1__. Use channel 10 to play the drum sound.
- Arbetssätt och Exempel	- Workflows and Examples
-- Betonar text	-- Emphasizes text
-- Error:\n6 |  def bytTill(x: A): Bur[A] = Bur(x)\n  |          __C0____C1____C2____C3__\n  |  covariant type A occurs in contravariant position in type A of parameter x	-- Error:\n6 | def bytTill(x: A): Bur[A] = Bur(x)\n  |          __C0____C1____C2____C3__\n  |  covariant type A occurs in contravariant position in type A of parameter x
-- Skrivmaskinstypsnitt, används ofta för kod	-- Keyboard layout, often used for coding
-- en enkel CPU-simulator	-- a simple CPU simulator
-- gör så att aktuell tabell bara innehåller de rader där kolumnen med rubriken __C0__ har något av angivna värdena __C1__. Värdena ska var minst ett och separeras med blanktecken efter kolumnnamnet __C2__.	-- make sure that the current table only contains the rows where the column with header __C0__ has one of the specified values __C1__. The values should be at least one and separated by a space after the column name __C2__.
-- laddar __C0__ från fil eller url	-- loading __C0__ from file or URL
-- laddar tabell från fil som anges av användaren i en filväljardialog med hjälp av	-- loading table from a file selected by the user in a file dialog with help of
-- mer om det senare i avsnittet om kontextuella abstraktioner.	-- more on that later in the section about contextual abstractions.
-- ritar ett stapeldiagram över antalet förekomster av olika värden i kolumnen med rubriken __C0__ med hjälp av givna koden i __C1__.	-- creates a bar chart of the number of occurrences of different values in the column with header __C0__ using the given code in __C1__.
-- ritar ett tårtdiagram över antalet förekomster av olika värden i kolumnen med rubriken __C0__ med hjälp av givna koden i __C1__.	-- creates a pie chart over the number of occurrences of different values in the column with header __C0__ using the given code in __C1__.
-- sorterar tabellens rader så att kolumnen med rubriken __C0__ är sorterad i bokstavsordning.	-- sorts the table rows so that the column with header __C0__ is sorted in alphabetical order.
-- sparar tabell som text till fil som anges av användaren i en filväljardialog med hjälp av	-- saves table as text to a file chosen by the user in a file selection dialog with help of
-- visar aktuell kolumnseparator	-- shows current column separator
-- visar tabellen i ett inramat rutnät i terminalen (se exempel)	displays the table in a framed grid in the terminal (see example)
-- ändrar aktuell kolumnseparator till första tecknet i strängen	-- changes the current column separator to the first character in the string
--- FREKVENSANALYS AV:\nFem     myror är fler än fyra elefanter.	Frequency analysis of:\nFive ants are more than four elephants.
--- FREKVENSANALYS AV:\nFem     myror är fler än fyra elefanter. Ät gurka. Galaxer i mina braxer. Tomat\när gott. Päronsplitt.\n__C0__ bokstäver: 76\n__C1__ ord      : 17\n__C2__ meningar : 5	Frequency Analysis of:\nFive ants are more than four elephants. Eat cucumber. Galaxies in my boxer shorts. Tomato is good. Pearsplit.\n__C0__ characters: 76\n__C1__ words      : 17\n__C2__ sentences : 5
